,,,,,Xist,,,,Tsix,,,,Ddx3x,,,,Ddx3y,,,,Eif1ax,,,,Ezh2,,,,Ftx,,,,Jpx,,,,,,,,,Kdm6a,,,,Pcgf3,,,,Pcgf5,,,,Rlim,,,,Rps4x,,,,Spen,,,,Suz12,,,,Usp9x,,,,Usp9y,,,
Tissue,Cell Type,Cell Count,Tissue Composition,Sex,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction
urethra,    male,1113,0.01%,male,1.717639287,0.08592045,3,0.27%,2.043869972,0.170537751,1,0.09%,1.846978733,0.119468351,229,20.58%,1.846862928,0.119438314,113,10.15%,1.860285921,0.122919952,106,9.52%,1.718028598,0.086021429,27,2.43%,1.678310058,0.075719284,17,1.53%,1.961780071,0.149245376,12,1.08%,Kdm5c,1.73149999,0.089515621,24,2.16%,1.697030476,0.080574962,28,2.52%,1.753607856,0.095249931,18,1.62%,1.805212541,0.108635089,55,4.94%,1.745249786,0.093082026,50,4.49%,3.482642002,0.543724614,1098,98.65%,1.735184832,0.090471391,41,3.68%,1.767698468,0.098904736,53,4.76%,1.770474413,0.099624757,90,8.09%,,,,0.00%
urethra,lymphocyte of B lineage,52,0.00%,aggregated,1.606564164,0.057109925,1,1.92%,,,,0.00%,1.824040307,0.113518611,9,17.31%,1.669829369,0.073519574,7,13.46%,1.72068572,0.08671063,4,7.69%,1.606564164,0.057109925,1,1.92%,1.460327148,0.019179154,4,7.69%,1.908373475,0.135392841,2,3.85%,Kdm5c,,,,0.00%,,,,0.00%,,,,0.00%,1.575180531,0.048969678,4,7.69%,2.071102858,0.177601382,4,7.69%,3.65347679,0.588035524,51,98.08%,1.578686953,0.049879169,4,7.69%,1.669008493,0.073306656,4,7.69%,1.519054651,0.034411819,4,7.69%,,,,0.00%
urethra,    male,52,0.00%,male,1.606564164,0.057109925,1,1.92%,,,,0.00%,1.824040307,0.113518611,9,17.31%,1.669829369,0.073519574,7,13.46%,1.72068572,0.08671063,4,7.69%,1.606564164,0.057109925,1,1.92%,1.460327148,0.019179154,4,7.69%,1.908373475,0.135392841,2,3.85%,Kdm5c,,,,0.00%,,,,0.00%,,,,0.00%,1.575180531,0.048969678,4,7.69%,2.071102858,0.177601382,4,7.69%,3.65347679,0.588035524,51,98.08%,1.578686953,0.049879169,4,7.69%,1.669008493,0.073306656,4,7.69%,1.519054651,0.034411819,4,7.69%,,,,0.00%
urethra,epithelial cell of prostate,6861,0.09%,aggregated,2.00856999,0.161381686,21,0.31%,1.929968027,0.140994009,78,1.14%,1.903932404,0.134240922,982,14.31%,1.924896593,0.139678587,433,6.31%,1.921119815,0.138698971,547,7.97%,1.950153386,0.146229662,107,1.56%,2.003191984,0.159986746,79,1.15%,1.97961777,0.153872096,63,0.92%,Kdm5c,1.998844182,0.158859018,107,1.56%,1.947485352,0.14553763,125,1.82%,1.973174328,0.152200804,127,1.85%,1.959412365,0.148631244,164,2.39%,1.973765382,0.152354111,218,3.18%,3.606537539,0.575860481,6745,98.31%,1.90352439,0.134135092,227,3.31%,1.970818957,0.151589871,181,2.64%,1.921338578,0.138755713,497,7.24%,,,,0.00%
urethra,    male,6861,0.09%,male,2.00856999,0.161381686,21,0.31%,1.929968027,0.140994009,78,1.14%,1.903932404,0.134240922,982,14.31%,1.924896593,0.139678587,433,6.31%,1.921119815,0.138698971,547,7.97%,1.950153386,0.146229662,107,1.56%,2.003191984,0.159986746,79,1.15%,1.97961777,0.153872096,63,0.92%,Kdm5c,1.998844182,0.158859018,107,1.56%,1.947485352,0.14553763,125,1.82%,1.973174328,0.152200804,127,1.85%,1.959412365,0.148631244,164,2.39%,1.973765382,0.152354111,218,3.18%,3.606537539,0.575860481,6745,98.31%,1.90352439,0.134135092,227,3.31%,1.970818957,0.151589871,181,2.64%,1.921338578,0.138755713,497,7.24%,,,,0.00%
urethra,mature T cell,99,,aggregated,,,,0.00%,,,,0.00%,1.912133161,0.136368024,17,17.17%,1.963036277,0.149571209,11,11.11%,1.845757325,0.119151544,12,12.12%,1.581231594,0.050539195,2,2.02%,1.713365316,0.084811873,4,4.04%,2.146934032,0.197270376,1,1.01%,Kdm5c,1.563254452,0.045876307,5,5.05%,1.438493729,0.013516029,4,4.04%,1.929049492,0.14075576,4,4.04%,1.773130417,0.100313668,6,6.06%,1.727501273,0.088478439,8,8.08%,3.518498946,0.553025143,98,98.99%,2.069073677,0.177075056,4,4.04%,1.696752336,0.080502819,9,9.09%,1.741144753,0.092017267,5,5.05%,,,,0.00%
urethra,    male,99,,male,,,,0.00%,,,,0.00%,1.912133161,0.136368024,17,17.17%,1.963036277,0.149571209,11,11.11%,1.845757325,0.119151544,12,12.12%,1.581231594,0.050539195,2,2.02%,1.713365316,0.084811873,4,4.04%,2.146934032,0.197270376,1,1.01%,Kdm5c,1.563254452,0.045876307,5,5.05%,1.438493729,0.013516029,4,4.04%,1.929049492,0.14075576,4,4.04%,1.773130417,0.100313668,6,6.06%,1.727501273,0.088478439,8,8.08%,3.518498946,0.553025143,98,98.99%,2.069073677,0.177075056,4,4.04%,1.696752336,0.080502819,9,9.09%,1.741144753,0.092017267,5,5.05%,,,,0.00%
urethra,smooth muscle cell of prostate,474,0.00%,aggregated,1.769607544,0.09939991,1,0.21%,1.893615007,0.131564809,1,0.21%,1.981223076,0.154288478,124,26.16%,1.886034039,0.129598467,71,14.98%,1.906410881,0.134883786,92,19.41%,1.682322741,0.076760089,16,3.38%,2.028338671,0.166509261,8,1.69%,1.794933891,0.105969026,5,1.05%,Kdm5c,1.832287875,0.115657855,22,4.64%,1.870100566,0.125465663,14,2.95%,1.819948023,0.11245716,11,2.32%,1.861657824,0.123275795,21,4.43%,1.840037537,0.117667952,25,5.27%,3.371328888,0.51485236,461,97.26%,1.755566246,0.095757896,19,4.01%,1.950091984,0.146213735,23,4.85%,1.81920766,0.112265125,59,12.45%,,,,0.00%
urethra,    male,474,0.00%,male,1.769607544,0.09939991,1,0.21%,1.893615007,0.131564809,1,0.21%,1.981223076,0.154288478,124,26.16%,1.886034039,0.129598467,71,14.98%,1.906410881,0.134883786,92,19.41%,1.682322741,0.076760089,16,3.38%,2.028338671,0.166509261,8,1.69%,1.794933891,0.105969026,5,1.05%,Kdm5c,1.832287875,0.115657855,22,4.64%,1.870100566,0.125465663,14,2.95%,1.819948023,0.11245716,11,2.32%,1.861657824,0.123275795,21,4.43%,1.840037537,0.117667952,25,5.27%,3.371328888,0.51485236,461,97.26%,1.755566246,0.095757896,19,4.01%,1.950091984,0.146213735,23,4.85%,1.81920766,0.112265125,59,12.45%,,,,0.00%
urethra,seminal vesicle glandular cell,3106,0.02%,aggregated,2.052568817,0.172794046,5,0.16%,1.875490189,0.126863616,14,0.45%,1.772690122,0.100199465,453,14.58%,1.743092372,0.092522439,232,7.47%,1.786888605,0.10388225,316,10.17%,1.670333662,0.073650376,38,1.22%,1.787175409,0.103956641,29,0.93%,1.701622632,0.08176607,49,1.58%,Kdm5c,1.701273476,0.081675506,41,1.32%,1.707665554,0.083333475,86,2.77%,1.730610356,0.089284869,66,2.12%,1.761929689,0.097408438,54,1.74%,1.683138719,0.076971736,134,4.31%,3.225555022,0.477041719,3064,98.65%,1.743471887,0.092620877,72,2.32%,1.664659853,0.072178711,81,2.61%,1.744148572,0.092796394,384,12.36%,,,,0.00%
urethra,    male,3106,0.02%,male,2.052568817,0.172794046,5,0.16%,1.875490189,0.126863616,14,0.45%,1.772690122,0.100199465,453,14.58%,1.743092372,0.092522439,232,7.47%,1.786888605,0.10388225,316,10.17%,1.670333662,0.073650376,38,1.22%,1.787175409,0.103956641,29,0.93%,1.701622632,0.08176607,49,1.58%,Kdm5c,1.701273476,0.081675506,41,1.32%,1.707665554,0.083333475,86,2.77%,1.730610356,0.089284869,66,2.12%,1.761929689,0.097408438,54,1.74%,1.683138719,0.076971736,134,4.31%,3.225555022,0.477041719,3064,98.65%,1.743471887,0.092620877,72,2.32%,1.664659853,0.072178711,81,2.61%,1.744148572,0.092796394,384,12.36%,,,,0.00%
urethra,non-classical monocyte,54,,aggregated,,,,0.00%,,,,0.00%,1.914452639,0.136969647,22,40.74%,1.878218284,0.127571226,13,24.07%,1.938602289,0.143233553,6,11.11%,1.797196746,0.106555962,1,1.85%,1.512888074,0.03281234,1,1.85%,,,,0.00%,Kdm5c,1.512888074,0.03281234,1,1.85%,1.655499458,0.0698027,3,5.56%,1.425168872,0.010059844,1,1.85%,1.725783666,0.088032928,3,5.56%,1.547620773,0.041821263,3,5.56%,3.290347912,0.493847617,54,100.00%,1.819754219,0.112406891,5,9.26%,1.833133125,0.115877095,5,9.26%,1.950169033,0.14623372,9,16.67%,,,,0.00%
urethra,    male,54,,male,,,,0.00%,,,,0.00%,1.914452639,0.136969647,22,40.74%,1.878218284,0.127571226,13,24.07%,1.938602289,0.143233553,6,11.11%,1.797196746,0.106555962,1,1.85%,1.512888074,0.03281234,1,1.85%,,,,0.00%,Kdm5c,1.512888074,0.03281234,1,1.85%,1.655499458,0.0698027,3,5.56%,1.425168872,0.010059844,1,1.85%,1.725783666,0.088032928,3,5.56%,1.547620773,0.041821263,3,5.56%,3.290347912,0.493847617,54,100.00%,1.819754219,0.112406891,5,9.26%,1.833133125,0.115877095,5,9.26%,1.950169033,0.14623372,9,16.67%,,,,0.00%
urethra,classical monocyte,45,,aggregated,,,,0.00%,,,,0.00%,1.856864929,0.12203262,11,24.44%,1.585977554,0.051770196,4,8.89%,1.719321251,0.086356715,4,8.89%,,,,0.00%,,,,0.00%,,,,0.00%,Kdm5c,,,,0.00%,,,,0.00%,,,,0.00%,1.7024405,0.081978208,1,2.22%,1.956093192,0.147770321,1,2.22%,3.47986518,0.543004365,45,100.00%,1.554798007,0.043682885,1,2.22%,,,,0.00%,1.710816065,0.084150651,6,13.33%,,,,0.00%
urethra,    male,45,,male,,,,0.00%,,,,0.00%,1.856864929,0.12203262,11,24.44%,1.585977554,0.051770196,4,8.89%,1.719321251,0.086356715,4,8.89%,,,,0.00%,,,,0.00%,,,,0.00%,Kdm5c,,,,0.00%,,,,0.00%,,,,0.00%,1.7024405,0.081978208,1,2.22%,1.956093192,0.147770321,1,2.22%,3.47986518,0.543004365,45,100.00%,1.554798007,0.043682885,1,2.22%,,,,0.00%,1.710816065,0.084150651,6,13.33%,,,,0.00%
urethra,intermediate monocyte,58,,aggregated,,,,0.00%,,,,0.00%,1.848709243,0.119917208,14,24.14%,2.076099608,0.178897433,9,15.52%,2.272266388,0.229778923,3,5.17%,1.604337454,0.056532364,1,1.72%,,,,0.00%,,,,0.00%,Kdm5c,1.580631852,0.050383635,1,1.72%,,,,0.00%,2.549943209,0.301802385,1,1.72%,1.674339612,0.074689435,3,5.17%,1.744403005,0.092862389,4,6.90%,3.362308078,0.512512553,54,93.10%,1.819345856,0.11230097,5,8.62%,1.88571167,0.129514851,3,5.17%,1.777618766,0.101477851,4,6.90%,,,,0.00%
urethra,    male,58,,male,,,,0.00%,,,,0.00%,1.848709243,0.119917208,14,24.14%,2.076099608,0.178897433,9,15.52%,2.272266388,0.229778923,3,5.17%,1.604337454,0.056532364,1,1.72%,,,,0.00%,,,,0.00%,Kdm5c,1.580631852,0.050383635,1,1.72%,,,,0.00%,2.549943209,0.301802385,1,1.72%,1.674339612,0.074689435,3,5.17%,1.744403005,0.092862389,4,6.90%,3.362308078,0.512512553,54,93.10%,1.819345856,0.11230097,5,8.62%,1.88571167,0.129514851,3,5.17%,1.777618766,0.101477851,4,6.90%,,,,0.00%
urethra,dendritic cell,241,,aggregated,,,,0.00%,,,,0.00%,1.697563612,0.080713246,52,21.58%,1.70344268,0.082238152,18,7.47%,1.778829246,0.101791823,29,12.03%,1.728488074,0.088734394,9,3.73%,1.793251355,0.105532612,3,1.24%,,,,0.00%,Kdm5c,1.573029804,0.048411825,5,2.07%,1.710061346,0.083954893,7,2.90%,1.67423439,0.074662143,6,2.49%,1.887720585,0.130035921,12,4.98%,1.566034317,0.046597345,7,2.90%,3.662157241,0.590287049,241,100.00%,1.582970778,0.050990303,3,1.24%,1.767338117,0.098811269,6,2.49%,1.684062831,0.077211431,15,6.22%,,,,0.00%
urethra,    male,241,,male,,,,0.00%,,,,0.00%,1.697563612,0.080713246,52,21.58%,1.70344268,0.082238152,18,7.47%,1.778829246,0.101791823,29,12.03%,1.728488074,0.088734394,9,3.73%,1.793251355,0.105532612,3,1.24%,,,,0.00%,Kdm5c,1.573029804,0.048411825,5,2.07%,1.710061346,0.083954893,7,2.90%,1.67423439,0.074662143,6,2.49%,1.887720585,0.130035921,12,4.98%,1.566034317,0.046597345,7,2.90%,3.662157241,0.590287049,241,100.00%,1.582970778,0.050990303,3,1.24%,1.767338117,0.098811269,6,2.49%,1.684062831,0.077211431,15,6.22%,,,,0.00%
urethra,plasmacytoid dendritic cell,192,,aggregated,,,,0.00%,,,,0.00%,1.725859531,0.088052606,43,22.40%,1.734379402,0.090262479,13,6.77%,1.801636469,0.107707532,21,10.94%,1.850901127,0.120485737,3,1.56%,1.793251355,0.105532612,3,1.56%,,,,0.00%,Kdm5c,1.572045922,0.048156627,4,2.08%,1.736145735,0.090720629,4,2.08%,1.754736662,0.09554272,4,2.08%,1.862080812,0.123385509,8,4.17%,1.44444294,0.015059128,5,2.60%,3.677889506,0.594367664,192,100.00%,1.675936222,0.075103562,2,1.04%,1.767338117,0.098811269,6,3.13%,1.721602367,0.086948388,13,6.77%,,,,0.00%
urethra,    male,192,,male,,,,0.00%,,,,0.00%,1.725859531,0.088052606,43,22.40%,1.734379402,0.090262479,13,6.77%,1.801636469,0.107707532,21,10.94%,1.850901127,0.120485737,3,1.56%,1.793251355,0.105532612,3,1.56%,,,,0.00%,Kdm5c,1.572045922,0.048156627,4,2.08%,1.736145735,0.090720629,4,2.08%,1.754736662,0.09554272,4,2.08%,1.862080812,0.123385509,8,4.17%,1.44444294,0.015059128,5,2.60%,3.677889506,0.594367664,192,100.00%,1.675936222,0.075103562,2,1.04%,1.767338117,0.098811269,6,3.13%,1.721602367,0.086948388,13,6.77%,,,,0.00%
urethra,CD141-positive myeloid dendritic cell,183,,aggregated,,,,0.00%,,,,0.00%,1.716042123,0.085506179,41,22.40%,1.723882516,0.08753981,12,6.56%,1.808704567,0.109540846,20,10.93%,1.850901127,0.120485737,3,1.64%,1.793251355,0.105532612,3,1.64%,,,,0.00%,Kdm5c,1.572045922,0.048156627,4,2.19%,1.736145735,0.090720629,4,2.19%,1.719534874,0.086412125,3,1.64%,1.862080812,0.123385509,8,4.37%,1.44444294,0.015059128,5,2.73%,3.688109017,0.597018388,183,100.00%,1.675936222,0.075103562,2,1.09%,1.704110336,0.082411328,5,2.73%,1.721602367,0.086948388,13,7.10%,,,,0.00%
urethra,    male,183,,male,,,,0.00%,,,,0.00%,1.716042123,0.085506179,41,22.40%,1.723882516,0.08753981,12,6.56%,1.808704567,0.109540846,20,10.93%,1.850901127,0.120485737,3,1.64%,1.793251355,0.105532612,3,1.64%,,,,0.00%,Kdm5c,1.572045922,0.048156627,4,2.19%,1.736145735,0.090720629,4,2.19%,1.719534874,0.086412125,3,1.64%,1.862080812,0.123385509,8,4.37%,1.44444294,0.015059128,5,2.73%,3.688109017,0.597018388,183,100.00%,1.675936222,0.075103562,2,1.09%,1.704110336,0.082411328,5,2.73%,1.721602367,0.086948388,13,7.10%,,,,0.00%
urethra,CD1c-positive myeloid dendritic cell,24,,aggregated,,,,0.00%,,,,0.00%,1.496642113,0.028598483,5,20.83%,1.659459114,0.07082975,4,16.67%,1.584391952,0.051358925,4,16.67%,1.455961227,0.018046727,3,12.50%,,,,0.00%,,,,0.00%,Kdm5c,,,,0.00%,1.67528216,0.074933912,3,12.50%,1.439980149,0.013901575,1,4.17%,1.63787353,0.065230909,1,4.17%,2.213749409,0.214600863,1,4.17%,3.789408684,0.623293367,24,100.00%,1.39703989,0.002763785,1,4.17%,,,,0.00%,1.415057063,0.007437056,1,4.17%,,,,0.00%
urethra,    male,24,,male,,,,0.00%,,,,0.00%,1.496642113,0.028598483,5,20.83%,1.659459114,0.07082975,4,16.67%,1.584391952,0.051358925,4,16.67%,1.455961227,0.018046727,3,12.50%,,,,0.00%,,,,0.00%,Kdm5c,,,,0.00%,1.67528216,0.074933912,3,12.50%,1.439980149,0.013901575,1,4.17%,1.63787353,0.065230909,1,4.17%,2.213749409,0.214600863,1,4.17%,3.789408684,0.623293367,24,100.00%,1.39703989,0.002763785,1,4.17%,,,,0.00%,1.415057063,0.007437056,1,4.17%,,,,0.00%
urethra,tissue-resident macrophage,407,,aggregated,,,,0.00%,,,,0.00%,1.927182248,0.140271437,76,18.67%,1.879311048,0.127854666,26,6.39%,1.924423349,0.139555837,29,7.13%,1.861078262,0.123125469,7,1.72%,1.609981696,0.05799636,3,0.74%,1.948646355,0.14583877,5,1.23%,Kdm5c,1.947042147,0.145422672,6,1.47%,1.812244177,0.110458946,8,1.97%,1.746885777,0.093506367,3,0.74%,2.017297983,0.163645542,8,1.97%,1.70839262,0.083522061,16,3.93%,3.376327131,0.516148798,398,97.79%,1.583573103,0.051146533,8,1.97%,1.813088668,0.110677989,19,4.67%,1.763238653,0.097747955,30,7.37%,,,,0.00%
urethra,    male,407,,male,,,,0.00%,,,,0.00%,1.927182248,0.140271437,76,18.67%,1.879311048,0.127854666,26,6.39%,1.924423349,0.139555837,29,7.13%,1.861078262,0.123125469,7,1.72%,1.609981696,0.05799636,3,0.74%,1.948646355,0.14583877,5,1.23%,Kdm5c,1.947042147,0.145422672,6,1.47%,1.812244177,0.110458946,8,1.97%,1.746885777,0.093506367,3,0.74%,2.017297983,0.163645542,8,1.97%,1.70839262,0.083522061,16,3.93%,3.376327131,0.516148798,398,97.79%,1.583573103,0.051146533,8,1.97%,1.813088668,0.110677989,19,4.67%,1.763238653,0.097747955,30,7.37%,,,,0.00%
urethra,basal cell of prostate epithelium,4702,0.06%,aggregated,1.937710063,0.143002128,15,0.32%,1.830748523,0.11525858,54,1.15%,1.833298932,0.115920101,660,14.04%,1.812507167,0.11052716,264,5.61%,1.840061316,0.11767412,356,7.57%,1.881929812,0.128533918,46,0.98%,1.868834333,0.125137229,41,0.87%,1.861905726,0.123340095,41,0.87%,Kdm5c,1.833846459,0.116062118,52,1.11%,1.853189741,0.121079354,84,1.79%,1.868694403,0.125100934,78,1.66%,1.818383477,0.11205135,88,1.87%,1.835867667,0.116586377,111,2.36%,3.78232476,0.621455947,4694,99.83%,1.753086818,0.095114785,131,2.79%,1.848892975,0.119964865,100,2.13%,1.800508035,0.10741484,296,6.30%,,,,0.00%
urethra,    male,4702,0.06%,male,1.937710063,0.143002128,15,0.32%,1.830748523,0.11525858,54,1.15%,1.833298932,0.115920101,660,14.04%,1.812507167,0.11052716,264,5.61%,1.840061316,0.11767412,356,7.57%,1.881929812,0.128533918,46,0.98%,1.868834333,0.125137229,41,0.87%,1.861905726,0.123340095,41,0.87%,Kdm5c,1.833846459,0.116062118,52,1.11%,1.853189741,0.121079354,84,1.79%,1.868694403,0.125100934,78,1.66%,1.818383477,0.11205135,88,1.87%,1.835867667,0.116586377,111,2.36%,3.78232476,0.621455947,4694,99.83%,1.753086818,0.095114785,131,2.79%,1.848892975,0.119964865,100,2.13%,1.800508035,0.10741484,296,6.30%,,,,0.00%
urethra,luminal cell of prostate epithelium,2159,0.02%,aggregated,2.185719649,0.20733054,6,0.28%,2.15321207,0.198898765,24,1.11%,2.048709277,0.171792963,322,14.91%,2.100463325,0.185216863,169,7.83%,2.072202673,0.177886651,191,8.85%,2.001600797,0.159574026,61,2.83%,2.148156618,0.197587489,38,1.76%,2.198990215,0.210772642,22,1.02%,Kdm5c,2.15484203,0.199321542,55,2.55%,2.140676359,0.195647268,41,1.90%,2.139489154,0.195339333,49,2.27%,2.122708973,0.190986911,76,3.52%,2.116818152,0.189458957,107,4.96%,3.20422393,0.471508888,2051,95.00%,2.108808835,0.187381511,96,4.45%,2.121344861,0.190633089,81,3.75%,2.099277933,0.184909397,201,9.31%,,,,0.00%
urethra,    male,2159,0.02%,male,2.185719649,0.20733054,6,0.28%,2.15321207,0.198898765,24,1.11%,2.048709277,0.171792963,322,14.91%,2.100463325,0.185216863,169,7.83%,2.072202673,0.177886651,191,8.85%,2.001600797,0.159574026,61,2.83%,2.148156618,0.197587489,38,1.76%,2.198990215,0.210772642,22,1.02%,Kdm5c,2.15484203,0.199321542,55,2.55%,2.140676359,0.195647268,41,1.90%,2.139489154,0.195339333,49,2.27%,2.122708973,0.190986911,76,3.52%,2.116818152,0.189458957,107,4.96%,3.20422393,0.471508888,2051,95.00%,2.108808835,0.187381511,96,4.45%,2.121344861,0.190633089,81,3.75%,2.099277933,0.184909397,201,9.31%,,,,0.00%
urethra,prostate gland microvascular endothelial cell,1784,,aggregated,,,,0.00%,1.679076791,0.075918158,2,0.11%,1.932625364,0.141683266,627,35.15%,1.820173568,0.112515661,257,14.41%,1.810983637,0.110131989,186,10.43%,1.858105087,0.122354291,20,1.12%,1.902224223,0.133797856,24,1.35%,1.864004655,0.123884513,11,0.62%,Kdm5c,1.755828028,0.095825797,46,2.58%,1.877273386,0.12732614,44,2.47%,1.80442791,0.108431572,40,2.24%,1.769779766,0.099444581,68,3.81%,1.726879196,0.088317085,151,8.46%,3.38778981,0.519121973,1762,98.77%,1.697965396,0.080817461,93,5.21%,1.811786266,0.110340173,89,4.99%,1.817040949,0.111703127,183,10.26%,,,,0.00%
urethra,    male,1784,,male,,,,0.00%,1.679076791,0.075918158,2,0.11%,1.932625364,0.141683266,627,35.15%,1.820173568,0.112515661,257,14.41%,1.810983637,0.110131989,186,10.43%,1.858105087,0.122354291,20,1.12%,1.902224223,0.133797856,24,1.35%,1.864004655,0.123884513,11,0.62%,Kdm5c,1.755828028,0.095825797,46,2.58%,1.877273386,0.12732614,44,2.47%,1.80442791,0.108431572,40,2.24%,1.769779766,0.099444581,68,3.81%,1.726879196,0.088317085,151,8.46%,3.38778981,0.519121973,1762,98.77%,1.697965396,0.080817461,93,5.21%,1.811786266,0.110340173,89,4.99%,1.817040949,0.111703127,183,10.26%,,,,0.00%
urethra,urethra urothelial cell,8015,0.05%,aggregated,1.848719377,0.119919837,13,0.16%,1.69361639,0.079689421,32,0.40%,1.831401448,0.115427935,1751,21.85%,1.774091399,0.100562927,534,6.66%,1.764631469,0.098109222,705,8.80%,1.781959331,0.102603701,113,1.41%,1.7284135,0.088715051,70,0.87%,1.739602166,0.091617153,74,0.92%,Kdm5c,1.697985816,0.080822757,126,1.57%,1.754145388,0.095389356,183,2.28%,1.738413289,0.091308784,150,1.87%,1.73731292,0.091023372,215,2.68%,1.721176727,0.086837986,237,2.96%,3.519007803,0.553157129,7970,99.44%,1.680256428,0.076224131,305,3.81%,1.742952076,0.092486049,261,3.26%,1.76286183,0.097650215,769,9.59%,,,,0.00%
urethra,    male,8015,0.05%,male,1.848719377,0.119919837,13,0.16%,1.69361639,0.079689421,32,0.40%,1.831401448,0.115427935,1751,21.85%,1.774091399,0.100562927,534,6.66%,1.764631469,0.098109222,705,8.80%,1.781959331,0.102603701,113,1.41%,1.7284135,0.088715051,70,0.87%,1.739602166,0.091617153,74,0.92%,Kdm5c,1.697985816,0.080822757,126,1.57%,1.754145388,0.095389356,183,2.28%,1.738413289,0.091308784,150,1.87%,1.73731292,0.091023372,215,2.68%,1.721176727,0.086837986,237,2.96%,3.519007803,0.553157129,7970,99.44%,1.680256428,0.076224131,305,3.81%,1.742952076,0.092486049,261,3.26%,1.76286183,0.097650215,769,9.59%,,,,0.00%
urethra,lymphocyte,308,0.01%,aggregated,1.717639287,0.08592045,3,0.97%,2.043869972,0.170537751,1,0.32%,1.84802896,0.119740758,54,17.53%,1.854088717,0.12131253,43,13.96%,1.842007882,0.118179018,35,11.36%,1.600143962,0.055444661,9,2.92%,1.68086834,0.076382848,10,3.25%,1.971161434,0.151678702,7,2.27%,Kdm5c,1.7195523,0.086416645,11,3.57%,1.608197021,0.057533454,10,3.25%,1.75768062,0.09630632,7,2.27%,1.735458919,0.090542483,28,9.09%,1.862599825,0.12352013,19,6.17%,3.535115959,0.557335242,306,99.35%,1.788146571,0.104208539,19,6.17%,1.690625191,0.078913568,20,6.49%,1.779142526,0.101873082,26,8.44%,,,,0.00%
urethra,    male,308,0.01%,male,1.717639287,0.08592045,3,0.97%,2.043869972,0.170537751,1,0.32%,1.84802896,0.119740758,54,17.53%,1.854088717,0.12131253,43,13.96%,1.842007882,0.118179018,35,11.36%,1.600143962,0.055444661,9,2.92%,1.68086834,0.076382848,10,3.25%,1.971161434,0.151678702,7,2.27%,Kdm5c,1.7195523,0.086416645,11,3.57%,1.608197021,0.057533454,10,3.25%,1.75768062,0.09630632,7,2.27%,1.735458919,0.090542483,28,9.09%,1.862599825,0.12352013,19,6.17%,3.535115959,0.557335242,306,99.35%,1.788146571,0.104208539,19,6.17%,1.690625191,0.078913568,20,6.49%,1.779142526,0.101873082,26,8.44%,,,,0.00%
urethra,B cell,50,0.00%,aggregated,1.606564164,0.057109925,1,2.00%,,,,0.00%,1.869359732,0.125273506,8,16.00%,1.704553604,0.082526302,6,12.00%,1.72068572,0.08671063,4,8.00%,1.606564164,0.057109925,1,2.00%,1.460327148,0.019179154,4,8.00%,1.908373475,0.135392841,2,4.00%,Kdm5c,,,,0.00%,,,,0.00%,,,,0.00%,1.575180531,0.048969678,4,8.00%,2.071102858,0.177601382,4,8.00%,3.677212462,0.594192053,49,98.00%,1.578686953,0.049879169,4,8.00%,1.669008493,0.073306656,4,8.00%,1.519054651,0.034411819,4,8.00%,,,,0.00%
urethra,    male,50,0.00%,male,1.606564164,0.057109925,1,2.00%,,,,0.00%,1.869359732,0.125273506,8,16.00%,1.704553604,0.082526302,6,12.00%,1.72068572,0.08671063,4,8.00%,1.606564164,0.057109925,1,2.00%,1.460327148,0.019179154,4,8.00%,1.908373475,0.135392841,2,4.00%,Kdm5c,,,,0.00%,,,,0.00%,,,,0.00%,1.575180531,0.048969678,4,8.00%,2.071102858,0.177601382,4,8.00%,3.677212462,0.594192053,49,98.00%,1.578686953,0.049879169,4,8.00%,1.669008493,0.073306656,4,8.00%,1.519054651,0.034411819,4,8.00%,,,,0.00%
