,,,,,Xist,,,,Tsix,,,,Ddx3x,,,,Ddx3y,,,,Eif1ax,,,,Ezh2,,,,Ftx,,,,Jpx,,,,,,,,,Kdm6a,,,,Pcgf3,,,,Pcgf5,,,,Rlim,,,,Rps4x,,,,Spen,,,,Suz12,,,,Usp9x,,,,Usp9y,,,
Tissue,Cell Type,Cell Count,Tissue Composition,Sex,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction
exocrine gland,    female,8298,3.19%,female,2.809642836,0.369162944,7406,89.25%,1.772471237,0.100142691,160,1.93%,1.921458138,0.138786725,2304,27.77%,,,,0.00%,1.818235909,0.112013074,962,11.59%,1.828773676,0.114746346,344,4.15%,1.818215314,0.112007732,102,1.23%,1.746384621,0.093376378,40,0.48%,Kdm5c,1.799101585,0.107050037,535,6.45%,1.810591689,0.110030326,809,9.75%,1.786570288,0.103799685,179,2.16%,1.805320453,0.108663079,532,6.41%,1.829778224,0.115006905,972,11.71%,4.017154456,0.682365776,8275,99.72%,1.804908083,0.108556119,342,4.12%,1.818760025,0.112149018,716,8.63%,1.8298585,0.115027727,966,11.64%,,,,0.00%
exocrine gland,"CD4-positive, alpha-beta T cell",5873,2.09%,aggregated,2.898734478,0.392271421,4847,82.53%,1.902525964,0.133876121,137,2.33%,2.027987687,0.166418224,1512,25.74%,,,,0.00%,1.933699939,0.141961987,784,13.35%,1.933241608,0.141843106,295,5.02%,1.915857124,0.137333941,40,0.68%,1.824953277,0.113755416,29,0.49%,Kdm5c,1.908330621,0.135381726,405,6.90%,1.923835317,0.139403314,611,10.40%,1.90617129,0.134821641,120,2.04%,1.926381836,0.140063827,525,8.94%,1.938665416,0.143249927,722,12.29%,3.99349551,0.676229148,5822,99.13%,1.93611893,0.142589422,306,5.21%,1.981199445,0.154282349,707,12.04%,1.960242943,0.148846678,864,14.71%,,,,0.00%
exocrine gland,    female,5873,2.09%,female,2.898734478,0.392271421,4847,82.53%,1.902525964,0.133876121,137,2.33%,2.027987687,0.166418224,1512,25.74%,,,,0.00%,1.933699939,0.141961987,784,13.35%,1.933241608,0.141843106,295,5.02%,1.915857124,0.137333941,40,0.68%,1.824953277,0.113755416,29,0.49%,Kdm5c,1.908330621,0.135381726,405,6.90%,1.923835317,0.139403314,611,10.40%,1.90617129,0.134821641,120,2.04%,1.926381836,0.140063827,525,8.94%,1.938665416,0.143249927,722,12.29%,3.99349551,0.676229148,5822,99.13%,1.93611893,0.142589422,306,5.21%,1.981199445,0.154282349,707,12.04%,1.960242943,0.148846678,864,14.71%,,,,0.00%
exocrine gland,pericyte,265,0.11%,aggregated,2.695053339,0.339440866,256,96.60%,1.661687088,0.071407639,5,1.89%,1.90877264,0.135496376,139,52.45%,,,,0.00%,1.707560652,0.083306266,59,22.26%,1.561512113,0.045424381,2,0.75%,1.584388971,0.051358152,2,0.75%,1.621384144,0.060953913,1,0.38%,Kdm5c,1.654058705,0.069428999,23,8.68%,1.527715895,0.036658361,9,3.40%,1.579274058,0.050031452,8,3.02%,1.693821112,0.079742522,12,4.53%,1.711502962,0.084328817,43,16.23%,2.996623194,0.417661672,258,97.36%,1.679918289,0.076136425,13,4.91%,1.68658126,0.077864658,19,7.17%,1.715959458,0.085484738,21,7.92%,,,,0.00%
exocrine gland,    female,265,0.11%,female,2.695053339,0.339440866,256,96.60%,1.661687088,0.071407639,5,1.89%,1.90877264,0.135496376,139,52.45%,,,,0.00%,1.707560652,0.083306266,59,22.26%,1.561512113,0.045424381,2,0.75%,1.584388971,0.051358152,2,0.75%,1.621384144,0.060953913,1,0.38%,Kdm5c,1.654058705,0.069428999,23,8.68%,1.527715895,0.036658361,9,3.40%,1.579274058,0.050031452,8,3.02%,1.693821112,0.079742522,12,4.53%,1.711502962,0.084328817,43,16.23%,2.996623194,0.417661672,258,97.36%,1.679918289,0.076136425,13,4.91%,1.68658126,0.077864658,19,7.17%,1.715959458,0.085484738,21,7.92%,,,,0.00%
exocrine gland,perivascular cell,3519,1.40%,aggregated,2.828170142,0.373968533,3245,92.21%,1.832095252,0.115607893,36,1.02%,2.205986398,0.212587304,2095,59.53%,,,,0.00%,1.874028446,0.126484471,658,18.70%,1.8096559,0.109787602,55,1.56%,1.626791147,0.062356374,13,0.37%,1.725362778,0.087923759,14,0.40%,Kdm5c,1.73230243,0.089723757,186,5.29%,1.747756256,0.093732151,174,4.94%,1.648847518,0.068077328,62,1.76%,1.695413052,0.080155437,117,3.32%,1.790363941,0.104783678,412,11.71%,3.212953555,0.473773167,3383,96.14%,1.710673196,0.084113594,112,3.18%,1.7658303,0.098420173,198,5.63%,1.877566888,0.127402268,483,13.73%,,,,0.00%
exocrine gland,    female,3519,1.40%,female,2.828170142,0.373968533,3245,92.21%,1.832095252,0.115607893,36,1.02%,2.205986398,0.212587304,2095,59.53%,,,,0.00%,1.874028446,0.126484471,658,18.70%,1.8096559,0.109787602,55,1.56%,1.626791147,0.062356374,13,0.37%,1.725362778,0.087923759,14,0.40%,Kdm5c,1.73230243,0.089723757,186,5.29%,1.747756256,0.093732151,174,4.94%,1.648847518,0.068077328,62,1.76%,1.695413052,0.080155437,117,3.32%,1.790363941,0.104783678,412,11.71%,3.212953555,0.473773167,3383,96.14%,1.710673196,0.084113594,112,3.18%,1.7658303,0.098420173,198,5.63%,1.877566888,0.127402268,483,13.73%,,,,0.00%
exocrine gland,basal cell,3726,0.67%,aggregated,2.243162651,0.222230033,1557,41.79%,1.584669952,0.051431032,50,1.34%,2.003696093,0.160117501,2342,62.86%,,,,0.00%,1.641317194,0.066124122,242,6.49%,1.669641233,0.073470775,102,2.74%,1.847102404,0.119500428,1,0.03%,,,,0.00%,Kdm5c,1.590895844,0.053045896,15,0.40%,1.464542389,0.020272497,13,0.35%,1.775365421,0.100893381,28,0.75%,1.570995976,0.047884294,65,1.74%,1.625085424,0.061913946,61,1.64%,3.171297435,0.462968455,3686,98.93%,1.697841403,0.0807853,79,2.12%,1.677471809,0.07550186,53,1.42%,1.581871134,0.050705078,75,2.01%,,,,0.00%
exocrine gland,    female,3726,0.67%,female,2.243162651,0.222230033,1557,41.79%,1.584669952,0.051431032,50,1.34%,2.003696093,0.160117501,2342,62.86%,,,,0.00%,1.641317194,0.066124122,242,6.49%,1.669641233,0.073470775,102,2.74%,1.847102404,0.119500428,1,0.03%,,,,0.00%,Kdm5c,1.590895844,0.053045896,15,0.40%,1.464542389,0.020272497,13,0.35%,1.775365421,0.100893381,28,0.75%,1.570995976,0.047884294,65,1.74%,1.625085424,0.061913946,61,1.64%,3.171297435,0.462968455,3686,98.93%,1.697841403,0.0807853,79,2.12%,1.677471809,0.07550186,53,1.42%,1.581871134,0.050705078,75,2.01%,,,,0.00%
exocrine gland,stromal cell,3123,1.12%,aggregated,2.529490118,0.296497288,2595,83.09%,1.579615231,0.050119945,58,1.86%,1.995985288,0.158117482,1794,57.44%,,,,0.00%,1.692108709,0.079298361,165,5.28%,1.60062549,0.055569559,19,0.61%,,,,0.00%,,,,0.00%,Kdm5c,1.517660686,0.034050254,28,0.90%,1.648176442,0.067903265,23,0.74%,1.633114656,0.063996558,12,0.38%,1.558691433,0.044692757,28,0.90%,1.566892131,0.046819844,89,2.85%,3.619482893,0.579218231,3110,99.58%,1.515078354,0.033380452,20,0.64%,1.602921716,0.056165152,29,0.93%,1.580628231,0.050382696,116,3.71%,,,,0.00%
exocrine gland,    female,3123,1.12%,female,2.529490118,0.296497288,2595,83.09%,1.579615231,0.050119945,58,1.86%,1.995985288,0.158117482,1794,57.44%,,,,0.00%,1.692108709,0.079298361,165,5.28%,1.60062549,0.055569559,19,0.61%,,,,0.00%,,,,0.00%,Kdm5c,1.517660686,0.034050254,28,0.90%,1.648176442,0.067903265,23,0.74%,1.633114656,0.063996558,12,0.38%,1.558691433,0.044692757,28,0.90%,1.566892131,0.046819844,89,2.85%,3.619482893,0.579218231,3110,99.58%,1.515078354,0.033380452,20,0.64%,1.602921716,0.056165152,29,0.93%,1.580628231,0.050382696,116,3.71%,,,,0.00%
exocrine gland,fibroblast of mammary gland,88107,35.02%,aggregated,2.739866816,0.351064529,81391,92.38%,1.741370774,0.092075893,1002,1.14%,2.129469778,0.19274052,59336,67.35%,,,,0.00%,1.733933873,0.090146919,8895,10.10%,1.707202517,0.083213374,1191,1.35%,1.700624838,0.081507263,241,0.27%,1.699520576,0.081220841,164,0.19%,Kdm5c,1.698728886,0.081015494,3703,4.20%,1.711545118,0.084339752,3572,4.05%,1.688757473,0.078429121,2304,2.62%,1.699537931,0.081225343,2118,2.40%,1.712173803,0.084502819,6260,7.10%,3.516079623,0.552397622,87057,98.81%,1.688627733,0.07839547,2584,2.93%,1.708373165,0.083517015,4266,4.84%,1.749336199,0.094141954,14185,16.10%,,,,0.00%
exocrine gland,    female,88107,35.02%,female,2.739866816,0.351064529,81391,92.38%,1.741370774,0.092075893,1002,1.14%,2.129469778,0.19274052,59336,67.35%,,,,0.00%,1.733933873,0.090146919,8895,10.10%,1.707202517,0.083213374,1191,1.35%,1.700624838,0.081507263,241,0.27%,1.699520576,0.081220841,164,0.19%,Kdm5c,1.698728886,0.081015494,3703,4.20%,1.711545118,0.084339752,3572,4.05%,1.688757473,0.078429121,2304,2.62%,1.699537931,0.081225343,2118,2.40%,1.712173803,0.084502819,6260,7.10%,3.516079623,0.552397622,87057,98.81%,1.688627733,0.07839547,2584,2.93%,1.708373165,0.083517015,4266,4.84%,1.749336199,0.094141954,14185,16.10%,,,,0.00%
exocrine gland,CL:4033069,1225,0.52%,aggregated,3.065867764,0.435622241,1206,98.45%,1.656743113,0.070125277,15,1.22%,1.765612716,0.098363737,318,25.96%,,,,0.00%,1.671440481,0.073937462,214,17.47%,1.746263627,0.093344995,233,19.02%,1.426856995,0.010497708,2,0.16%,1.404298425,0.004646494,1,0.08%,Kdm5c,1.605819956,0.056916894,15,1.22%,1.624509948,0.06176468,56,4.57%,1.505275249,0.030837735,8,0.65%,1.679128488,0.075931567,48,3.92%,1.565212702,0.046384236,59,4.82%,3.897564827,0.65134677,1222,99.76%,1.641056354,0.066056466,13,1.06%,1.73322987,0.089964315,233,19.02%,1.675159495,0.074902095,95,7.76%,,,,0.00%
exocrine gland,    female,1225,0.52%,female,3.065867764,0.435622241,1206,98.45%,1.656743113,0.070125277,15,1.22%,1.765612716,0.098363737,318,25.96%,,,,0.00%,1.671440481,0.073937462,214,17.47%,1.746263627,0.093344995,233,19.02%,1.426856995,0.010497708,2,0.16%,1.404298425,0.004646494,1,0.08%,Kdm5c,1.605819956,0.056916894,15,1.22%,1.624509948,0.06176468,56,4.57%,1.505275249,0.030837735,8,0.65%,1.679128488,0.075931567,48,3.92%,1.565212702,0.046384236,59,4.82%,3.897564827,0.65134677,1222,99.76%,1.641056354,0.066056466,13,1.06%,1.73322987,0.089964315,233,19.02%,1.675159495,0.074902095,95,7.76%,,,,0.00%
exocrine gland,CL:4047054,188,0.07%,aggregated,2.406626195,0.264628999,162,86.17%,1.511133075,0.03235713,2,1.06%,1.843476991,0.118560074,37,19.68%,,,,0.00%,1.733816338,0.090116432,20,10.64%,1.650088917,0.06839932,11,5.85%,,,,0.00%,,,,0.00%,Kdm5c,1.701043129,0.081615759,10,5.32%,1.675153508,0.074900542,17,9.04%,1.561183333,0.045339103,2,1.06%,1.81125028,0.11020115,61,32.45%,1.606454441,0.057081465,14,7.45%,3.524652654,0.554621284,187,99.47%,1.80954663,0.109759259,3,1.60%,1.544698048,0.04106317,10,5.32%,1.701467414,0.08172581,19,10.11%,,,,0.00%
exocrine gland,    female,188,0.07%,female,2.406626195,0.264628999,162,86.17%,1.511133075,0.03235713,2,1.06%,1.843476991,0.118560074,37,19.68%,,,,0.00%,1.733816338,0.090116432,20,10.64%,1.650088917,0.06839932,11,5.85%,,,,0.00%,,,,0.00%,Kdm5c,1.701043129,0.081615759,10,5.32%,1.675153508,0.074900542,17,9.04%,1.561183333,0.045339103,2,1.06%,1.81125028,0.11020115,61,32.45%,1.606454441,0.057081465,14,7.45%,3.524652654,0.554621284,187,99.47%,1.80954663,0.109759259,3,1.60%,1.544698048,0.04106317,10,5.32%,1.701467414,0.08172581,19,10.11%,,,,0.00%
eye,aggregated,324244,23.46%,aggregated,2.604247793,0.315887839,76077,23.46%,2.169050742,0.20300698,7123,2.20%,1.877033693,0.127263968,29163,8.99%,1.87613365,0.127030516,18507,5.71%,1.790610012,0.104847504,28304,8.73%,1.962404793,0.149407416,26111,8.05%,1.834650072,0.116270558,31986,9.86%,1.861659573,0.123276249,22681,7.00%,Kdm5c,1.880515666,0.128167118,24662,7.61%,1.833719484,0.116029184,20778,6.41%,1.832823398,0.115796758,4803,1.48%,1.83478257,0.116304926,38429,11.85%,1.814762826,0.11111223,8807,2.72%,2.16024494,0.200722942,214803,66.25%,1.847920778,0.119712698,16657,5.14%,1.874339099,0.126565048,30309,9.35%,1.804175346,0.108366063,52505,16.19%,1.911072755,0.136092977,78,0.02%
eye,cell,324244,23.46%,aggregated,2.604247793,0.315887839,76077,23.46%,2.169050742,0.20300698,7123,2.20%,1.877033827,0.127264003,29163,8.99%,1.87613365,0.127030516,18507,5.71%,1.790610012,0.104847504,28304,8.73%,1.962404943,0.149407455,26111,8.05%,1.834650072,0.116270558,31986,9.86%,1.861659401,0.123276204,22681,7.00%,Kdm5c,1.880515824,0.128167159,24662,7.61%,1.833719484,0.116029184,20778,6.41%,1.832823398,0.115796758,4803,1.48%,1.83478257,0.116304926,38429,11.85%,1.814762715,0.111112201,8807,2.72%,2.16024494,0.200722942,214803,66.25%,1.847920778,0.119712698,16657,5.14%,1.874339099,0.126565048,30309,9.35%,1.804175495,0.108366101,52505,16.19%,1.911072951,0.136093028,78,0.02%
eye,    male,198428,4.30%,male,3.225067533,0.476915275,13940,7.03%,1.92614232,0.140001702,1021,0.51%,1.863770311,0.123823729,20671,10.42%,1.852956142,0.121018764,15423,7.77%,1.810715881,0.110062538,13891,7.00%,1.912959999,0.136582488,21836,11.00%,1.835196242,0.116412224,24868,12.53%,1.847187559,0.119522516,18469,9.31%,Kdm5c,1.883382294,0.12891066,19079,9.62%,1.828973685,0.114798225,15640,7.88%,1.815829585,0.111388924,2928,1.48%,1.826874633,0.114253775,32781,16.52%,1.82220016,0.113041316,6504,3.28%,2.219830547,0.216178181,130663,65.85%,1.816952805,0.111680264,11957,6.03%,1.828321078,0.114628952,22950,11.57%,1.836500352,0.116750482,37074,18.68%,1.828334403,0.114632408,47,0.02%
eye,    unknown,125816,19.16%,unknown,2.464971303,0.27976248,62137,49.39%,2.209694631,0.21354914,6102,4.85%,1.909319295,0.135638167,8492,6.75%,1.992043422,0.157095046,3084,2.45%,1.771232324,0.099821343,14413,11.46%,2.214961394,0.214915227,4275,3.40%,1.832741926,0.115775626,7118,5.66%,1.925116645,0.139735663,4212,3.35%,Kdm5c,1.870719777,0.125626273,5583,4.44%,1.848165439,0.119776157,5138,4.08%,1.859361198,0.122680099,1875,1.49%,1.880680938,0.128209986,5648,4.49%,1.793758523,0.10566416,2303,1.83%,2.067713038,0.176722135,84140,66.88%,1.926704621,0.140147551,4700,3.74%,2.017852024,0.163789248,7359,5.85%,1.726512757,0.088222039,15431,12.26%,2.036515021,0.168630033,31,0.02%
eye,interneuron,188331,8.89%,aggregated,3.199418678,0.470262507,28819,15.30%,2.218663644,0.215875511,6231,3.31%,1.918535941,0.138028769,18347,9.74%,1.877342511,0.127344069,12615,6.70%,1.890819891,0.130839815,15303,8.13%,1.967704668,0.150782091,22877,12.15%,1.838801079,0.117347241,27993,14.86%,1.853877293,0.121257691,19479,10.34%,Kdm5c,1.849055166,0.120006933,15605,8.29%,1.823623147,0.113410409,14468,7.68%,1.879071218,0.127792459,3244,1.72%,1.827931721,0.114527961,30922,16.42%,1.828003455,0.114546568,4411,2.34%,2.14698393,0.197283318,117679,62.49%,1.838993224,0.11739708,11204,5.95%,1.878146798,0.127552684,21433,11.38%,1.800230237,0.107342785,29959,15.91%,1.909275884,0.135626907,69,0.04%
eye,    male,138101,2.41%,male,3.716861264,0.604476109,7826,5.67%,1.948296002,0.145747896,803,0.58%,1.859015251,0.122590368,12563,9.10%,1.831677561,0.115499552,9973,7.22%,1.836492109,0.116748344,9445,6.84%,1.90772847,0.135225541,18920,13.70%,1.82755704,0.114430777,22435,16.25%,1.829936991,0.115048085,15707,11.37%,Kdm5c,1.820872833,0.112697036,11175,8.09%,1.790107492,0.104717161,10846,7.85%,1.813173504,0.110699993,2047,1.48%,1.804137016,0.108356121,27192,19.69%,1.810485004,0.110002654,2920,2.11%,2.177803015,0.205277133,94298,68.28%,1.760726674,0.097096401,7491,5.42%,1.791816321,0.105160394,15548,11.26%,1.787822093,0.104124377,25165,18.22%,1.797560863,0.106650407,39,0.03%
eye,    unknown,50230,6.47%,unknown,3.006520775,0.420228894,20993,41.79%,2.258660965,0.226249966,5428,10.81%,2.047816613,0.171561425,5784,11.52%,2.049717824,0.172054559,2642,5.26%,1.978413934,0.153559847,5858,11.66%,2.254475356,0.225164308,3957,7.88%,1.884187735,0.129119575,5558,11.07%,1.953567456,0.147115199,3772,7.51%,Kdm5c,1.920147168,0.138446687,4430,8.82%,1.923984774,0.13944208,3622,7.21%,1.99176367,0.157022484,1197,2.38%,2.001396903,0.15952114,3730,7.43%,1.862312056,0.123445489,1491,2.97%,2.022687525,0.165043475,23381,46.55%,1.996896462,0.158353821,3713,7.39%,2.106229423,0.186712466,5885,11.72%,1.865364135,0.124237133,4794,9.54%,2.054505285,0.173296325,30,0.06%
eye,secretory cell,184183,8.31%,aggregated,3.19235685,0.46843082,26932,14.62%,2.22321983,0.217057289,6089,3.31%,1.919505564,0.138280268,18006,9.78%,1.878290957,0.127590076,12475,6.77%,1.890959486,0.130876023,14960,8.12%,1.964858234,0.150043786,22654,12.30%,1.83513217,0.116395605,27221,14.78%,1.851902423,0.120745451,19076,10.36%,Kdm5c,1.845079902,0.118975835,15165,8.23%,1.820718161,0.112656917,14107,7.66%,1.880740466,0.128225427,3166,1.72%,1.826847719,0.114246794,30607,16.62%,1.825927677,0.114008155,4277,2.32%,2.145661392,0.19694028,115168,62.53%,1.839954194,0.117646335,10982,5.96%,1.877640147,0.12742127,21134,11.47%,1.797961051,0.106754207,29407,15.97%,1.909275884,0.135626907,69,0.04%
eye,    male,136600,2.21%,male,3.705542611,0.601540291,7182,5.26%,1.923640175,0.139352699,756,0.55%,1.855730223,0.121738301,12452,9.12%,1.830816073,0.115276101,9941,7.28%,1.83249629,0.115711913,9370,6.86%,1.902541058,0.133880036,18788,13.75%,1.822311824,0.113070279,22195,16.25%,1.825783958,0.113970877,15578,11.40%,Kdm5c,1.813506424,0.110786346,11021,8.07%,1.784101103,0.103159231,10712,7.84%,1.810327882,0.1099619,2029,1.49%,1.802176525,0.107847611,27078,19.82%,1.804373665,0.108417503,2883,2.11%,2.175244564,0.204613526,93572,68.50%,1.758138676,0.09642513,7449,5.45%,1.788603968,0.104327178,15445,11.31%,1.784562939,0.103279022,24979,18.29%,1.797560863,0.106650407,39,0.03%
eye,    unknown,47583,6.09%,unknown,3.005739122,0.42002615,19750,41.51%,2.265687992,0.228072627,5333,11.21%,2.062488923,0.17536711,5554,11.67%,2.064536753,0.175898274,2534,5.33%,1.988955759,0.156294172,5590,11.75%,2.267707458,0.228596434,3866,8.12%,1.891747289,0.131080362,5026,10.56%,1.968217888,0.150915209,3498,7.35%,Kdm5c,1.929049812,0.140755843,4144,8.71%,1.936253481,0.142624322,3395,7.13%,2.006393178,0.160817067,1137,2.39%,2.016149117,0.163347551,3529,7.42%,1.87050459,0.125570458,1394,2.93%,2.01748244,0.163693386,21596,45.39%,2.01245442,0.162389225,3533,7.42%,2.119363265,0.190119105,5689,11.96%,1.873541773,0.126358238,4428,9.31%,2.054505285,0.173296325,30,0.06%
eye,neural cell,322612,23.45%,aggregated,2.604516423,0.315957516,76035,23.57%,2.169050742,0.20300698,7123,2.21%,1.878624573,0.127676609,28748,8.91%,1.87719087,0.127304737,18361,5.69%,1.790633689,0.104853645,28233,8.75%,1.962926729,0.149542795,26021,8.07%,1.834703947,0.116284533,31958,9.91%,1.861660396,0.123276462,22666,7.03%,Kdm5c,1.880946089,0.128278761,24596,7.62%,1.834510756,0.116234423,20608,6.39%,1.833771314,0.116042627,4776,1.48%,1.834953713,0.116349316,38388,11.90%,1.816001669,0.111433559,8593,2.66%,2.158105235,0.200167948,213349,66.13%,1.848511538,0.119865928,16572,5.14%,1.87487307,0.126703549,30221,9.37%,1.804504409,0.108451415,52228,16.19%,1.913982639,0.136847739,77,0.02%
eye,    male,196805,4.29%,male,3.227955522,0.477664358,13903,7.06%,1.92614232,0.140001702,1021,0.52%,1.865728658,0.124331683,20259,10.29%,1.854005281,0.121290888,15277,7.76%,1.810867544,0.110101876,13820,7.02%,1.913379724,0.136691356,21746,11.05%,1.835266172,0.116430362,24840,12.62%,1.847177018,0.119519782,18454,9.38%,Kdm5c,1.883949058,0.129057667,19013,9.66%,1.829949482,0.115051325,15471,7.86%,1.817231834,0.111752638,2901,1.47%,1.827065278,0.114303224,32740,16.64%,1.824105915,0.113535628,6292,3.20%,2.217008757,0.215446269,129218,65.66%,1.817555718,0.111836647,11872,6.03%,1.828849797,0.114766091,22862,11.62%,1.837189869,0.116929328,36799,18.70%,1.831406469,0.115429237,46,0.02%
eye,    unknown,125807,19.16%,unknown,2.465012242,0.279773098,62132,49.39%,2.209694631,0.21354914,6102,4.85%,1.909400677,0.135659275,8489,6.75%,1.992043422,0.157095046,3084,2.45%,1.771232324,0.099821343,14413,11.46%,2.214961394,0.214915227,4275,3.40%,1.832741926,0.115775626,7118,5.66%,1.925116645,0.139735663,4212,3.35%,Kdm5c,1.870719777,0.125626273,5583,4.44%,1.848248043,0.119797583,5137,4.08%,1.859361198,0.122680099,1875,1.49%,1.880680938,0.128209986,5648,4.49%,1.793840908,0.105685529,2301,1.83%,2.067634478,0.176701758,84131,66.87%,1.926704621,0.140147551,4700,3.74%,2.017852024,0.163789248,7359,5.85%,1.726547689,0.0882311,15429,12.26%,2.036515021,0.168630033,31,0.02%
eye,neuron,306288,23.28%,aggregated,2.603522147,0.315699622,75468,24.64%,2.171385198,0.203612488,7062,2.31%,1.889433648,0.130480253,26152,8.54%,1.890856571,0.130849329,16995,5.55%,1.794060963,0.105742607,27342,8.93%,1.965495172,0.150208994,25683,8.39%,1.835967781,0.116612344,31605,10.32%,1.864061314,0.123899209,22404,7.31%,Kdm5c,1.886424374,0.129699711,23872,7.79%,1.838992962,0.117397012,19807,6.47%,1.838560836,0.117284927,4619,1.51%,1.83931717,0.117481104,37113,12.12%,1.821719747,0.112916707,6621,2.16%,2.128466956,0.192480409,199779,65.23%,1.854410757,0.12139606,16046,5.24%,1.878850433,0.127735192,29603,9.67%,1.80727206,0.109169284,50205,16.39%,1.91802055,0.137895087,76,0.02%
eye,    male,180976,4.20%,male,3.238162696,0.480311882,13608,7.52%,1.930227609,0.141061339,1001,0.55%,1.879596131,0.12792861,17768,9.82%,1.8684175,0.125029111,13945,7.71%,1.818881729,0.112180586,13012,7.19%,1.915656851,0.137281994,21438,11.85%,1.836744212,0.116813734,24516,13.55%,1.849774432,0.120193496,18211,10.06%,Kdm5c,1.891172075,0.130931164,18329,10.13%,1.835820713,0.116574198,14717,8.13%,1.823456551,0.113367197,2763,1.53%,1.831743495,0.115516654,31521,17.42%,1.839141215,0.117435465,4403,2.43%,2.17377047,0.204231177,116025,64.11%,1.824313154,0.113589382,11379,6.29%,1.832756706,0.11577946,22292,12.32%,1.843136383,0.118471727,34879,19.27%,1.836391195,0.116722169,45,0.02%
eye,    unknown,125312,19.08%,unknown,2.463913474,0.279488101,61860,49.36%,2.211213341,0.213943061,6061,4.84%,1.910282164,0.135887915,8384,6.69%,1.993450948,0.157460128,3050,2.43%,1.771523083,0.09989676,14330,11.44%,2.21718704,0.215492512,4245,3.39%,1.833282501,0.11591584,7089,5.66%,1.926111972,0.13999383,4193,3.35%,Kdm5c,1.870725183,0.125627675,5543,4.42%,1.84816506,0.119776059,5090,4.06%,1.861046627,0.123117263,1856,1.48%,1.882009176,0.128554503,5592,4.46%,1.787135902,0.103946394,2218,1.77%,2.065707869,0.176202037,83754,66.84%,1.92779422,0.140430169,4667,3.72%,2.019395138,0.164189499,7311,5.83%,1.725652078,0.087998797,15326,12.23%,2.036515021,0.168630033,31,0.02%
eye,retina horizontal cell,200,0.02%,aggregated,2.544140155,0.300297196,52,26.00%,,,,0.00%,1.740961552,0.091969749,6,3.00%,1.87816925,0.127558508,5,2.50%,1.638910823,0.065499961,18,9.00%,2.10786581,0.18713691,1,0.50%,1.822746436,0.113183008,12,6.00%,1.841316986,0.117999814,10,5.00%,Kdm5c,1.585536003,0.051655667,3,1.50%,1.854767418,0.12148857,10,5.00%,,,,0.00%,1.567287326,0.046922349,1,0.50%,1.734462857,0.090284126,4,2.00%,2.007389522,0.161075498,143,71.50%,1.808339119,0.109446057,6,3.00%,1.849255371,0.120058862,10,5.00%,1.739660104,0.091632181,24,12.00%,,,,0.00%
eye,    male,153,0.01%,male,2.619186401,0.319762596,24,15.69%,,,,0.00%,1.740961552,0.091969749,6,3.92%,1.751171907,0.094618098,3,1.96%,1.690646489,0.078919092,6,3.92%,2.10786581,0.18713691,1,0.65%,1.822746436,0.113183008,12,7.84%,1.942398906,0.144218314,8,5.23%,Kdm5c,1.513964891,0.033091643,2,1.31%,1.872510486,0.126090745,9,5.88%,,,,0.00%,1.567287326,0.046922349,1,0.65%,1.84045887,0.117777237,2,1.31%,1.905953253,0.134765087,105,68.63%,2.07697312,0.179124003,3,1.96%,1.981480326,0.154355203,7,4.58%,1.736009149,0.090685201,17,11.11%,,,,0.00%
